regime,case,method,action,net_utility,regret,outcome_lower_tail_mean,severe_loss_probability,worst_group_expected_score,predicted_net_utility,latent_brier,false_low_risk,baseline,cost,steps,planner_nodes
matched,8,entropy,source_repair,-2.098854009912578,18.24253645332204,-15.727887710824447,0.01,-4.700288281395812,3.731612225915401,0.28193301938625454,0,0,3.029872650265979,2,0
matched,8,myopic,source_repair,0.2361900497213958,15.907492393688065,-15.727887710824447,0.01,-4.700288281395812,9.866842500994823,0.7692204010108206,0,0,0.6948285906320052,1,2
matched,8,sequential,source_repair,0.2361900497213958,15.907492393688065,-15.727887710824447,0.01,-4.700288281395812,9.866842500994823,0.7692204010108206,0,0,0.6948285906320052,1,8
matched,9,stop,source_repair,1.020158335630176,16.669189115199863,-17.23374275724763,0.01,-5.150313927453315,6.519942297768354,0.909337465329647,0,0,0.0,0,0
matched,9,fixed,source_repair,-0.22980884019804626,17.919156291028084,-17.23374275724763,0.01,-5.150313927453315,11.908878947930063,1.2265354107335271,0,0,1.2499671758282223,2,0
matched,9,random,source_repair,-0.22980884019804626,17.919156291028084,-17.23374275724763,0.01,-5.150313927453315,11.908878947930063,1.2265354107335273,0,0,1.2499671758282223,2,0
matched,9,entropy,source_repair,-0.22980884019804626,17.919156291028084,-17.23374275724763,0.01,-5.150313927453315,11.908878947930063,1.2265354107335273,0,0,1.2499671758282223,2,0
matched,9,myopic,source_repair,0.2945505747335677,17.39479687609647,-17.23374275724763,0.01,-5.150313927453315,13.508168512562396,1.4533830771050862,0,0,0.7256077608966083,1,2
matched,9,sequential,source_repair,0.2945505747335677,17.39479687609647,-17.23374275724763,0.01,-5.150313927453315,13.508168512562396,1.4533830771050862,0,0,0.7256077608966083,1,8
matched,10,stop,source_repair,1.0111532190049992,16.52204725811081,-17.08161748610387,0.01,-5.104851202743686,5.689367586682161,0.794894609389513,0,0,0.0,0,0
matched,10,fixed,general,14.474701537256749,3.05849893985906,-3.730468186620386,0.01,4.614000125556793,7.131928523609783,0.10151276198619619,0,0,3.0584989398590605,2,0
matched,10,random,general,15.644334943175988,1.8888655339398213,-3.730468186620386,0.01,4.614000125556793,4.833160121337735,0.16254761243804308,0,0,1.8888655339398206,2,0
matched,10,entropy,general,15.478472407004876,2.054728070110933,-3.730468186620386,0.01,4.614000125556793,7.14474289632538,0.0928020421404256,0,0,2.054728070110934,2,0
matched,10,myopic,general,15.478472407004876,2.054728070110933,-3.730468186620386,0.01,4.614000125556793,7.14474289632538,0.0928020421404256,0,0,2.054728070110934,2,2
matched,10,sequential,general,15.478472407004876,2.054728070110933,-3.730468186620386,0.01,4.614000125556793,7.14474289632538,0.09280204214042559,0,0,2.054728070110934,2,8
