groups,max_duplicates,rho,signal_strength,trials,method,brier,brier_mcse,log_loss,log_loss_mcse,accuracy,ece,confidently_wrong,sharpness
3,2,0.5,0.25,2500,naive,0.20920249469634947,0.0042184904569381315,0.6113620039458713,0.010677557249574771,0.6764,0.044020192421427067,0.0152,0.2164241386675883
3,2,0.5,0.25,2500,one_per_group,0.2120442903823296,0.003392498208009151,0.6123571618559103,0.007752505493356116,0.656,0.01833875031546049,0.0024,0.16841252248074468
3,2,0.5,0.75,2500,oracle,0.060072592497044476,0.003432836746641116,0.20228789961206162,0.01114091525883117,0.9148,0.013494679866053561,0.0176,0.4245031624082897
3,2,0.5,0.75,2500,estimated,0.06029418257801183,0.003444017241005089,0.20352494150174935,0.011280126530441817,0.9152,0.014970088091087566,0.018,0.42454866373151917
3,2,0.5,0.75,2500,conservative,0.06122303413467502,0.003269785474447871,0.2067411852393065,0.010114884734233704,0.9152,0.01791816080117865,0.0128,0.40987446871780814
3,2,0.5,0.75,2500,naive,0.0631605266574744,0.003783034625716784,0.21896632766471685,0.013859527357250854,0.9136,0.027076628381028135,0.0272,0.4405334938298566
3,2,0.5,0.75,2500,one_per_group,0.07166047017199428,0.0036455250140508704,0.23833356469432004,0.011260201956699072,0.9032,0.011459928466023138,0.0196,0.40662827797610357
3,2,0.75,0.25,2500,oracle,0.20448785670778633,0.0034015715980672944,0.5938714628550124,0.007739367662949926,0.6768,0.041901794825368696,0.0016,0.1763765938518889
3,2,0.75,0.25,2500,estimated,0.20493524467423008,0.0034231724232977536,0.5949685200633571,0.007810967875803888,0.6776,0.03844065136695779,0.002,0.17721543307717025
3,2,0.75,0.25,2500,conservative,0.20470052231746141,0.003237712977032314,0.5945525993838469,0.007266610448489505,0.678,0.03358809946930378,0.0012,0.16711301283464589
3,2,0.75,0.25,2500,naive,0.21057123485797188,0.004347131302134649,0.6131762982189304,0.011067827371133874,0.6692,0.05669280429905228,0.018,0.22589280429905229
3,2,0.75,0.25,2500,one_per_group,0.20626810197494477,0.003325516803584923,0.5983553503692393,0.007514333452390735,0.6692,0.01778425783099578,0.0012,0.17008991305284746
3,2,0.75,0.75,2500,oracle,0.06169984202001442,0.0032709899668279217,0.20335311764887154,0.009825555065092997,0.9132,0.010934689897807381,0.0116,0.41263623267987787
3,2,0.75,0.75,2500,estimated,0.0616031097728864,0.003270466667872289,0.2027538803750038,0.009791682638402128,0.9144,0.011023166534751421,0.0112,0.41296510743029896
3,2,0.75,0.75,2500,conservative,0.06201157784684111,0.003201724169803512,0.2054964828174786,0.009394841660541733,0.9152,0.016482932363576397,0.0104,0.40609296069665574
3,2,0.75,0.75,2500,naive,0.06718440578979741,0.0038279945186815785,0.22729608483217062,0.01366014979157197,0.9088,0.029216340839672277,0.0252,0.4355048893822449
3,2,0.75,0.75,2500,one_per_group,0.06687860018433332,0.0033789223658920882,0.2187142294627448,0.009795442705948582,0.9108,0.01947539072646918,0.0128,0.4040644303931083
3,2,0.95,0.25,2500,oracle,0.20436121239598293,0.003300214206656769,0.5944278770838306,0.007481747519468162,0.6828,0.017403358013896912,0.0008,0.16926388666788073
3,2,0.95,0.25,2500,estimated,0.20451222120701656,0.003329183427203686,0.5947655470434062,0.007568140290015185,0.6836,0.01843767921610153,0.0012,0.17076151522498662
